UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
480.0,297.4,308.9,1323.0,57.3,163.0,0.0
481.0,297.4,309.0,1583.0,32.0,166.0,0.0
482.0,297.3,309.0,1556.0,39.5,168.0,0.0
483.0,297.3,309.0,1548.0,37.4,171.0,0.0
484.0,297.4,309.0,1324.0,56.9,173.0,0.0
485.0,297.4,309.0,1568.0,33.7,175.0,0.0
486.0,297.4,309.0,1685.0,30.7,177.0,0.0
487.0,297.4,309.1,1582.0,35.9,180.0,0.0
488.0,297.4,309.1,1463.0,35.0,183.0,0.0
489.0,297.4,309.2,1584.0,42.8,186.0,0.0
490.0,297.5,309.2,1347.0,55.8,188.0,0.0
491.0,297.4,309.2,1459.0,37.9,191.0,0.0
492.0,297.4,309.2,1420.0,45.6,193.0,0.0
493.0,297.5,309.3,1404.0,43.5,195.0,0.0
494.0,297.5,309.3,1470.0,38.8,197.0,0.0
495.0,297.6,309.4,1326.0,49.8,199.0,0.0
496.0,297.5,309.3,1459.0,49.7,201.0,0.0
497.0,297.5,309.2,1530.0,40.0,206.0,0.0
498.0,297.4,309.0,1505.0,39.2,209.0,0.0
499.0,297.5,309.1,1611.0,30.2,211.0,0.0
500.0,297.5,309.1,1515.0,35.1,213.0,0.0
501.0,297.5,309.2,1804.0,27.4,215.0,0.0
502.0,297.6,309.3,1464.0,46.2,218.0,0.0
503.0,297.6,309.2,1390.0,43.3,221.0,0.0
504.0,297.6,309.2,1442.0,48.1,0.0,0.0
505.0,297.6,309.3,1529.0,41.9,3.0,0.0
506.0,297.6,309.3,1610.0,35.0,6.0,0.0
507.0,297.6,309.3,1543.0,34.3,8.0,0.0
508.0,297.8,309.4,1445.0,48.2,10.0,0.0
509.0,297.7,309.3,1893.0,24.6,15.0,0.0
510.0,297.6,309.3,1415.0,41.3,17.0,0.0
511.0,297.5,309.3,1564.0,37.5,20.0,0.0
512.0,297.5,309.3,1479.0,39.4,22.0,0.0
513.0,297.5,309.2,1426.0,44.8,24.0,0.0
514.0,297.4,309.2,1428.0,38.8,26.0,0.0
515.0,297.4,309.2,1620.0,33.2,28.0,0.0
516.0,297.5,309.2,1715.0,28.0,30.0,0.0
517.0,297.5,309.3,1732.0,29.9,32.0,0.0
518.0,297.5,309.4,1391.0,58.2,34.0,0.0
519.0,297.6,309.5,1924.0,20.6,37.0,0.0
520.0,297.7,309.5,2027.0,19.8,39.0,0.0
521.0,297.6,309.5,1617.0,36.2,42.0,0.0
522.0,297.5,309.4,1497.0,35.8,44.0,0.0
523.0,297.5,309.5,1448.0,43.7,46.0,0.0
524.0,297.4,309.4,1401.0,45.9,49.0,0.0
525.0,297.4,309.4,1620.0,35.4,51.0,0.0
526.0,297.4,309.4,1466.0,45.5,53.0,0.0
527.0,297.6,309.5,1373.0,50.6,55.0,0.0
528.0,297.6,309.6,1592.0,35.8,57.0,0.0
529.0,297.5,309.5,1553.0,42.4,60.0,0.0
530.0,297.6,309.5,1569.0,36.2,63.0,0.0
531.0,297.6,309.5,1709.0,32.2,65.0,0.0
532.0,297.6,309.5,1549.0,34.9,68.0,0.0
533.0,297.5,309.4,1443.0,45.4,70.0,0.0
534.0,297.5,309.3,1675.0,29.8,72.0,0.0
535.0,297.5,309.3,1623.0,33.4,74.0,0.0
536.0,297.4,309.3,1365.0,52.4,76.0,0.0
537.0,297.4,309.3,1759.0,24.8,81.0,0.0
538.0,297.4,309.3,1516.0,43.0,83.0,0.0
539.0,297.4,309.3,1499.0,36.8,88.0,0.0
540.0,297.4,309.3,1775.0,25.8,91.0,0.0
541.0,297.4,309.4,1473.0,45.5,94.0,0.0
542.0,297.4,309.4,1296.0,52.3,96.0,0.0
543.0,297.5,309.4,1803.0,24.7,98.0,0.0
544.0,297.5,309.3,1563.0,36.1,100.0,0.0
545.0,297.5,309.4,1831.0,26.6,105.0,0.0
546.0,297.6,309.4,1958.0,22.1,108.0,0.0
547.0,297.5,309.4,1809.0,24.3,110.0,0.0
548.0,297.5,309.4,1482.0,39.3,112.0,0.0
549.0,297.4,309.3,1332.0,53.2,115.0,0.0
550.0,297.4,309.2,1437.0,40.4,117.0,0.0
551.0,297.4,309.2,1698.0,29.4,119.0,0.0
552.0,297.4,309.2,1274.0,54.3,121.0,0.0
553.0,297.4,309.3,1622.0,35.0,123.0,0.0
554.0,297.4,309.3,1564.0,36.0,126.0,0.0
555.0,297.5,309.4,1368.0,45.3,129.0,0.0
556.0,297.4,309.4,1539.0,42.2,134.0,0.0
557.0,297.5,309.4,1357.0,50.1,137.0,0.0
558.0,297.5,309.4,1433.0,48.3,139.0,0.0
559.0,297.5,309.4,1650.0,34.6,142.0,0.0
560.0,297.5,309.4,1503.0,40.6,144.0,0.0
561.0,297.5,309.4,1318.0,58.2,146.0,0.0
562.0,297.5,309.4,1678.0,34.4,148.0,0.0
563.0,297.6,309.5,1574.0,30.9,151.0,0.0
564.0,297.7,309.6,1529.0,35.2,153.0,0.0
565.0,297.6,309.6,1669.0,32.1,155.0,0.0
566.0,297.7,309.7,1570.0,35.8,160.0,0.0
567.0,297.6,309.7,1541.0,33.7,165.0,0.0
568.0,297.7,309.7,1680.0,30.2,168.0,0.0
569.0,297.8,309.7,1935.0,22.1,171.0,0.0
570.0,297.7,309.6,1596.0,35.2,173.0,0.0
571.0,297.7,309.7,1498.0,41.0,176.0,0.0
572.0,297.8,309.8,1676.0,29.0,178.0,0.0
573.0,297.8,309.9,1351.0,49.0,181.0,0.0
574.0,297.9,309.9,1472.0,45.0,183.0,0.0
575.0,297.9,310.0,1439.0,41.7,185.0,0.0
576.0,297.9,309.9,1410.0,55.4,188.0,0.0
577.0,297.7,309.7,1440.0,51.1,191.0,0.0
578.0,297.7,309.7,1591.0,37.7,196.0,0.0
579.0,297.8,309.8,1533.0,36.8,198.0,0.0
580.0,297.8,309.7,1700.0,31.3,200.0,0.0
581.0,297.8,309.8,1798.0,25.5,203.0,0.0
582.0,297.8,309.7,1394.0,42.9,206.0,0.0
583.0,297.8,309.7,1341.0,49.2,208.0,0.0
584.0,297.7,309.6,1697.0,32.2,210.0,0.0
585.0,297.6,309.6,1419.0,48.2,215.0,0.0
586.0,297.6,309.5,2001.0,20.5,220.0,0.0
587.0,297.6,309.6,1501.0,49.8,222.0,1.0
588.0,297.6,309.5,1623.0,33.1,224.0,0.0
589.0,297.6,309.4,1628.0,33.4,229.0,0.0
590.0,297.6,309.4,1491.0,40.2,231.0,0.0
591.0,297.5,309.4,1517.0,36.7,233.0,0.0
592.0,297.5,309.3,1525.0,41.7,235.0,0.0
593.0,297.5,309.5,1668.0,27.9,240.0,0.0
594.0,297.5,309.6,1312.0,50.7,0.0,0.0
595.0,297.6,309.6,1278.0,50.4,2.0,0.0
596.0,297.6,309.6,1330.0,53.1,7.0,0.0
597.0,297.6,309.6,1530.0,37.3,10.0,0.0
598.0,297.6,309.6,1428.0,46.6,13.0,0.0
599.0,297.7,309.6,1480.0,47.9,18.0,0.0
600.0,297.7,309.7,1616.0,31.1,20.0,0.0
601.0,297.8,309.7,1547.0,37.3,25.0,0.0
602.0,297.9,309.7,2194.0,16.8,27.0,0.0
603.0,297.9,309.8,2000.0,21.3,29.0,0.0
604.0,297.9,309.8,1336.0,71.6,31.0,1.0
605.0,297.9,309.9,1542.0,33.8,33.0,0.0
606.0,297.9,309.8,1693.0,29.9,35.0,0.0
607.0,297.9,309.8,1461.0,50.5,38.0,0.0
608.0,298.0,309.9,1565.0,33.9,40.0,0.0
609.0,298.0,309.9,1403.0,47.7,43.0,0.0
610.0,298.1,309.9,1629.0,32.5,45.0,0.0
611.0,298.1,310.0,1534.0,33.7,47.0,0.0
612.0,298.1,310.0,1553.0,40.9,49.0,0.0
613.0,298.1,309.9,1563.0,32.8,51.0,0.0
614.0,298.1,309.9,1634.0,30.0,53.0,0.0
615.0,298.0,309.9,1445.0,45.2,55.0,0.0
616.0,298.1,309.9,1642.0,30.4,58.0,0.0
617.0,298.1,309.9,1686.0,29.1,60.0,0.0
618.0,298.1,310.0,1393.0,43.1,65.0,0.0
619.0,298.2,310.0,1433.0,44.2,68.0,0.0
620.0,298.3,310.0,1507.0,44.7,73.0,0.0
621.0,298.3,310.1,1389.0,49.6,75.0,0.0
622.0,298.3,310.1,1408.0,45.3,78.0,0.0
623.0,298.4,310.2,1725.0,32.0,80.0,0.0
624.0,298.4,310.1,1926.0,23.7,83.0,0.0
625.0,298.3,310.1,1509.0,37.6,85.0,0.0
626.0,298.3,310.1,1545.0,36.3,90.0,0.0
627.0,298.4,310.1,1533.0,35.2,92.0,0.0
628.0,298.4,310.1,1455.0,42.2,94.0,0.0
629.0,298.4,310.1,1335.0,57.8,96.0,0.0
630.0,298.3,310.1,1523.0,45.9,99.0,0.0
631.0,298.3,310.0,1460.0,47.6,101.0,0.0
632.0,298.4,310.0,1554.0,37.3,103.0,0.0
633.0,298.3,310.0,1419.0,47.1,105.0,0.0
634.0,298.3,310.0,1442.0,43.9,110.0,0.0
635.0,298.3,309.9,1507.0,41.6,112.0,0.0
636.0,298.3,310.0,1858.0,23.9,114.0,0.0
637.0,298.3,309.9,1463.0,43.9,116.0,0.0
638.0,298.2,309.7,1585.0,37.4,118.0,0.0
639.0,298.0,309.6,1536.0,37.3,120.0,0.0
640.0,298.0,309.6,1403.0,51.3,122.0,0.0
641.0,297.9,309.6,1515.0,38.8,124.0,0.0
642.0,297.9,309.5,1390.0,47.9,127.0,0.0
643.0,297.8,309.4,1226.0,58.7,129.0,0.0
644.0,297.8,309.4,1495.0,36.5,132.0,0.0
645.0,297.7,309.4,1608.0,30.2,135.0,0.0
646.0,297.7,309.4,1392.0,44.1,140.0,0.0
647.0,297.7,309.4,1461.0,43.7,142.0,0.0
648.0,297.7,309.3,1559.0,36.9,145.0,0.0
649.0,297.7,309.3,1400.0,48.9,147.0,0.0
650.0,297.7,309.2,1732.0,28.8,152.0,0.0
651.0,297.6,309.2,1611.0,33.1,155.0,0.0
652.0,297.6,309.1,1503.0,38.9,157.0,0.0
653.0,297.7,309.2,1391.0,44.5,159.0,0.0
654.0,297.8,309.3,2015.0,20.1,161.0,0.0
655.0,297.8,309.2,1683.0,30.9,163.0,0.0
656.0,297.7,309.1,1435.0,38.8,165.0,0.0
657.0,297.7,309.1,1732.0,28.1,167.0,0.0
658.0,297.7,309.2,1365.0,58.6,170.0,0.0
659.0,297.7,309.1,1562.0,36.8,172.0,0.0
660.0,297.6,309.1,1449.0,49.1,174.0,0.0
661.0,297.7,309.2,1700.0,27.4,176.0,0.0
662.0,297.6,309.0,1427.0,45.6,179.0,0.0
663.0,297.6,308.9,1479.0,38.1,182.0,0.0
664.0,297.5,308.9,1469.0,44.0,185.0,0.0
665.0,297.5,308.9,1390.0,47.4,187.0,0.0
666.0,297.5,308.9,1729.0,28.1,189.0,0.0
667.0,297.5,309.0,1470.0,43.5,191.0,0.0
668.0,297.5,308.9,1459.0,48.5,193.0,0.0
669.0,297.5,308.9,1738.0,24.0,195.0,0.0
670.0,297.5,308.9,1471.0,37.7,197.0,0.0
671.0,297.6,309.0,1822.0,25.4,202.0,0.0
672.0,297.5,308.9,1554.0,34.8,204.0,0.0
673.0,297.6,308.9,1433.0,43.2,206.0,0.0
674.0,297.6,308.9,1449.0,47.7,209.0,0.0
675.0,297.8,309.0,1456.0,41.2,0.0,0.0
676.0,297.8,309.1,1424.0,45.5,2.0,0.0
677.0,297.9,309.2,1577.0,34.7,5.0,0.0
678.0,297.9,309.2,1478.0,39.7,10.0,0.0
679.0,297.8,309.2,1295.0,61.2,12.0,0.0
680.0,297.8,309.2,1372.0,47.3,15.0,0.0
681.0,297.8,309.1,1432.0,42.6,17.0,0.0
682.0,297.7,309.0,1656.0,33.2,20.0,0.0
683.0,297.8,309.0,1410.0,48.8,23.0,0.0
684.0,297.7,309.0,1874.0,24.4,28.0,0.0
685.0,297.7,309.0,1538.0,43.2,30.0,0.0
686.0,297.7,309.0,1636.0,29.7,32.0,0.0
687.0,297.7,309.0,1504.0,40.4,35.0,0.0
688.0,297.7,309.0,1531.0,42.4,38.0,0.0
689.0,297.6,309.0,1735.0,26.4,41.0,0.0
690.0,297.6,309.0,1354.0,55.6,46.0,0.0
691.0,297.6,309.0,1413.0,40.2,51.0,0.0
692.0,297.7,309.1,1563.0,39.3,56.0,0.0
693.0,297.7,309.1,1479.0,42.1,58.0,0.0
694.0,297.7,309.1,1477.0,38.3,60.0,0.0
695.0,297.6,309.1,1394.0,50.0,62.0,0.0
696.0,297.6,309.0,1487.0,45.4,64.0,0.0
697.0,297.6,309.0,1815.0,25.3,66.0,0.0
698.0,297.6,308.8,1453.0,39.7,69.0,0.0
699.0,297.6,308.8,1539.0,40.2,72.0,0.0
700.0,297.5,308.7,1416.0,39.2,74.0,0.0
701.0,297.6,308.8,1683.0,31.6,79.0,0.0
702.0,297.7,308.8,1515.0,40.1,82.0,0.0
703.0,297.7,308.9,1531.0,48.3,84.0,0.0
704.0,297.7,308.9,1479.0,40.9,87.0,0.0
705.0,297.7,308.9,1516.0,33.7,92.0,0.0
706.0,297.7,309.0,1507.0,38.2,94.0,0.0
707.0,297.8,309.0,1434.0,43.3,96.0,0.0
708.0,297.7,308.9,1838.0,27.3,99.0,0.0
709.0,297.6,308.8,1416.0,45.9,101.0,0.0
710.0,297.6,308.8,1357.0,49.7,104.0,0.0
711.0,297.5,308.7,1697.0,28.1,107.0,0.0
712.0,297.5,308.7,1443.0,46.2,110.0,0.0
713.0,297.5,308.7,1453.0,37.6,112.0,0.0
714.0,297.4,308.6,1439.0,46.4,114.0,0.0
715.0,297.4,308.6,1609.0,36.2,116.0,0.0
716.0,297.4,308.6,1324.0,59.1,118.0,0.0
717.0,297.4,308.6,1420.0,45.8,120.0,0.0
718.0,297.4,308.7,1545.0,36.9,125.0,0.0
719.0,297.5,308.8,1477.0,39.0,127.0,0.0
720.0,297.4,308.8,1447.0,58.1,129.0,0.0
721.0,297.4,308.9,1809.0,23.8,131.0,0.0
722.0,297.5,308.9,1696.0,30.9,133.0,0.0
723.0,297.5,308.9,1427.0,44.7,135.0,0.0
724.0,297.4,308.9,1500.0,46.3,137.0,0.0
725.0,297.5,308.9,1390.0,44.6,140.0,0.0
726.0,297.4,308.8,1640.0,34.2,142.0,0.0
727.0,297.4,308.8,1628.0,37.4,144.0,0.0
728.0,297.3,308.6,1499.0,37.6,147.0,0.0
729.0,297.4,308.7,1425.0,50.3,152.0,0.0
730.0,297.3,308.6,1586.0,37.7,155.0,0.0
731.0,297.3,308.6,1471.0,50.7,157.0,0.0
732.0,297.3,308.6,1431.0,53.0,160.0,0.0
733.0,297.2,308.6,1924.0,22.1,163.0,0.0
734.0,297.1,308.4,1421.0,42.0,165.0,0.0
735.0,297.0,308.4,1305.0,54.6,168.0,0.0
736.0,296.9,308.4,1557.0,32.4,173.0,0.0
737.0,296.9,308.3,1555.0,38.2,175.0,0.0
738.0,296.9,308.3,1474.0,39.2,177.0,0.0
739.0,296.8,308.3,1506.0,45.9,182.0,0.0
740.0,296.9,308.4,1390.0,41.8,184.0,0.0
741.0,296.9,308.4,1450.0,46.9,186.0,0.0
742.0,296.9,308.3,1513.0,38.8,189.0,0.0
743.0,296.8,308.2,1643.0,34.7,191.0,0.0
744.0,296.8,308.2,1361.0,53.8,193.0,0.0
745.0,296.7,308.1,1450.0,40.9,195.0,0.0
746.0,296.7,308.0,1451.0,50.7,197.0,0.0
747.0,296.8,308.1,1289.0,62.0,199.0,1.0
748.0,296.8,308.1,1356.0,48.3,201.0,0.0
749.0,296.7,308.1,1528.0,46.3,203.0,0.0
750.0,296.6,308.0,1978.0,22.3,208.0,0.0
751.0,296.7,308.0,1535.0,36.8,210.0,0.0
752.0,296.8,308.1,1843.0,24.2,212.0,0.0
753.0,296.9,308.1,1422.0,48.7,215.0,0.0
754.0,296.8,308.0,1536.0,40.4,217.0,0.0
755.0,296.9,308.1,1483.0,44.3,219.0,0.0
756.0,296.8,308.1,1492.0,43.7,222.0,0.0
757.0,296.8,308.0,1584.0,40.4,227.0,0.0
758.0,296.9,308.1,1555.0,33.7,229.0,0.0
759.0,296.8,308.0,1497.0,41.7,231.0,0.0
760.0,296.7,307.8,1537.0,36.3,233.0,0.0
761.0,296.7,307.8,1505.0,39.4,236.0,0.0
762.0,296.7,307.8,1646.0,34.6,238.0,0.0
763.0,296.7,307.8,1286.0,60.5,0.0,0.0
764.0,296.7,307.8,1400.0,47.5,3.0,0.0
765.0,296.8,307.9,1337.0,56.5,5.0,0.0
766.0,296.9,308.0,1332.0,53.9,7.0,0.0
767.0,296.8,308.0,1561.0,38.3,9.0,0.0
768.0,296.9,308.0,1546.0,31.1,11.0,0.0
769.0,296.9,308.0,1713.0,29.3,13.0,0.0
770.0,296.9,308.0,1343.0,44.5,15.0,0.0
771.0,296.8,308.0,1391.0,54.4,17.0,0.0
772.0,296.8,308.0,1311.0,58.6,19.0,0.0
773.0,296.8,308.0,1453.0,51.0,24.0,0.0
774.0,296.8,308.0,1510.0,39.4,29.0,0.0
775.0,296.8,307.9,1448.0,48.8,31.0,0.0
776.0,296.7,307.8,1453.0,46.0,33.0,0.0
777.0,296.7,307.8,1468.0,39.2,35.0,0.0
778.0,296.7,307.8,1382.0,47.5,37.0,0.0
779.0,296.7,308.0,1580.0,32.2,39.0,0.0
780.0,296.8,308.0,1666.0,29.8,41.0,0.0
781.0,296.9,308.0,1409.0,50.7,43.0,0.0
782.0,296.8,308.0,1675.0,29.7,46.0,0.0
783.0,296.8,307.9,1698.0,30.8,48.0,0.0
784.0,296.7,307.9,1579.0,33.4,50.0,0.0
785.0,296.7,307.9,1743.0,27.9,55.0,0.0
786.0,296.9,308.0,1497.0,44.8,57.0,0.0
787.0,296.9,308.1,1741.0,28.8,60.0,0.0
788.0,296.9,308.1,1435.0,45.3,62.0,0.0
789.0,296.9,308.1,1440.0,46.3,64.0,0.0
790.0,296.9,308.0,1641.0,33.3,67.0,0.0
791.0,296.8,307.9,1420.0,45.4,70.0,0.0
792.0,296.8,307.9,1611.0,35.4,72.0,0.0
793.0,296.8,307.8,1373.0,42.9,74.0,0.0
794.0,296.8,307.9,1683.0,31.8,76.0,0.0
795.0,296.9,307.9,1547.0,32.6,79.0,0.0
796.0,296.9,307.8,1605.0,37.0,84.0,0.0
797.0,296.9,307.9,2010.0,18.9,86.0,0.0
798.0,296.8,307.7,1565.0,40.1,89.0,0.0
799.0,296.9,307.8,1828.0,24.6,91.0,0.0
800.0,297.0,307.8,1579.0,34.1,94.0,0.0
801.0,297.0,307.9,1882.0,24.2,97.0,0.0
802.0,296.9,307.8,1285.0,52.1,100.0,0.0
803.0,296.9,307.8,1571.0,35.0,102.0,0.0
804.0,296.9,307.8,1549.0,37.8,104.0,0.0
805.0,296.9,307.8,1544.0,37.6,109.0,0.0
806.0,297.0,307.9,1412.0,47.4,112.0,0.0
807.0,297.0,307.9,1422.0,53.0,115.0,0.0
808.0,297.0,307.7,1867.0,22.8,118.0,0.0
809.0,296.9,307.7,1424.0,43.3,120.0,0.0
810.0,296.9,307.6,1452.0,45.7,122.0,0.0
811.0,296.9,307.7,1550.0,39.7,124.0,0.0
812.0,296.8,307.6,1588.0,37.6,126.0,0.0
813.0,296.8,307.6,1338.0,44.4,128.0,0.0
814.0,296.8,307.6,1513.0,40.0,130.0,0.0
815.0,296.8,307.5,1470.0,45.9,132.0,0.0
816.0,296.8,307.5,1516.0,36.7,135.0,0.0
817.0,296.8,307.6,1434.0,48.3,138.0,0.0
818.0,296.8,307.6,1368.0,52.0,140.0,0.0
819.0,296.8,307.6,1304.0,48.7,142.0,0.0
820.0,296.8,307.6,1398.0,46.7,144.0,0.0
821.0,296.7,307.6,1516.0,37.4,146.0,0.0
822.0,296.7,307.6,1474.0,41.7,148.0,0.0
823.0,296.7,307.6,1547.0,34.7,150.0,0.0
824.0,296.6,307.5,1482.0,39.9,153.0,0.0
825.0,296.6,307.4,1436.0,42.8,156.0,0.0
826.0,296.6,307.3,1474.0,40.0,158.0,0.0
827.0,296.5,307.2,1481.0,38.2,160.0,0.0
828.0,296.5,307.3,1501.0,42.1,162.0,0.0
829.0,296.5,307.3,1566.0,37.2,164.0,0.0
830.0,296.5,307.3,1579.0,34.5,166.0,0.0
831.0,296.6,307.4,1631.0,35.0,168.0,0.0
832.0,296.6,307.4,1544.0,42.3,170.0,0.0
833.0,296.6,307.4,1521.0,38.6,173.0,0.0
834.0,296.6,307.4,1616.0,28.0,175.0,0.0
835.0,296.6,307.4,1333.0,50.2,177.0,0.0
836.0,296.7,307.4,1533.0,32.5,182.0,0.0
837.0,296.6,307.4,1368.0,45.1,185.0,0.0
838.0,296.6,307.4,1465.0,47.8,187.0,0.0
839.0,296.6,307.4,1406.0,41.5,189.0,0.0
840.0,296.5,307.4,1565.0,43.5,194.0,0.0
841.0,296.6,307.5,1582.0,37.9,197.0,0.0
842.0,296.6,307.5,1439.0,45.5,199.0,0.0
843.0,296.6,307.5,1566.0,35.0,201.0,0.0
844.0,296.6,307.5,1485.0,42.7,204.0,0.0
845.0,296.5,307.5,1566.0,35.1,206.0,0.0
846.0,296.3,307.3,1439.0,41.5,208.0,0.0
847.0,296.4,307.4,1416.0,50.0,210.0,0.0
848.0,296.4,307.4,2833.0,5.6,213.0,1.0
849.0,296.3,307.4,1465.0,47.1,215.0,0.0
850.0,296.4,307.4,1586.0,35.5,0.0,0.0
851.0,296.3,307.3,1567.0,31.4,5.0,0.0
852.0,296.2,307.2,1389.0,48.6,7.0,0.0
853.0,296.3,307.3,1368.0,49.5,10.0,0.0
854.0,296.3,307.3,1444.0,49.0,13.0,0.0
855.0,296.3,307.3,1498.0,41.6,15.0,0.0
856.0,296.1,307.2,1615.0,30.8,18.0,0.0
857.0,296.1,307.1,1898.0,22.7,20.0,0.0
858.0,296.1,307.1,1350.0,53.3,22.0,0.0
859.0,296.2,307.0,1516.0,37.6,25.0,0.0
860.0,296.2,307.0,1542.0,40.6,28.0,0.0
861.0,296.1,306.9,1541.0,32.6,33.0,0.0
862.0,296.1,306.9,1951.0,23.3,38.0,0.0
863.0,296.1,306.8,1645.0,31.0,41.0,0.0
864.0,296.0,306.7,1416.0,44.2,46.0,0.0
865.0,296.0,306.7,2044.0,22.3,48.0,0.0
866.0,295.9,306.6,1414.0,50.2,51.0,0.0
867.0,295.9,306.6,1678.0,26.7,53.0,0.0
868.0,295.9,306.5,1594.0,33.2,55.0,0.0
869.0,295.8,306.5,1514.0,37.7,60.0,0.0
870.0,295.8,306.5,1358.0,49.2,63.0,0.0
871.0,295.8,306.4,1325.0,56.2,65.0,0.0
872.0,295.8,306.4,1339.0,53.2,67.0,0.0
873.0,295.8,306.4,1335.0,51.7,69.0,0.0
874.0,295.9,306.4,1892.0,21.7,72.0,0.0
875.0,295.9,306.4,1575.0,28.5,74.0,0.0
876.0,295.8,306.3,1444.0,45.5,76.0,0.0
877.0,295.7,306.3,1915.0,22.4,79.0,0.0
878.0,295.6,306.2,1584.0,33.6,81.0,0.0
879.0,295.7,306.3,1685.0,34.9,84.0,0.0
880.0,295.8,306.3,1337.0,54.6,87.0,0.0
881.0,295.8,306.3,1235.0,76.2,89.0,1.0
882.0,295.7,306.2,1464.0,46.2,92.0,0.0
883.0,295.7,306.2,1739.0,25.9,94.0,0.0
884.0,295.7,306.3,1490.0,34.3,97.0,0.0
885.0,295.8,306.4,1356.0,48.0,99.0,0.0
886.0,295.7,306.2,1397.0,52.0,101.0,0.0
887.0,295.7,306.2,1458.0,40.6,103.0,0.0
888.0,295.7,306.2,2161.0,16.5,105.0,0.0
889.0,295.6,306.1,1651.0,28.1,110.0,0.0
890.0,295.6,306.1,1389.0,46.2,113.0,0.0
891.0,295.6,306.0,1370.0,52.4,115.0,0.0
892.0,295.7,306.1,1408.0,47.9,117.0,0.0
893.0,295.7,306.1,1343.0,54.4,119.0,0.0
894.0,295.7,306.2,1423.0,42.5,121.0,0.0
895.0,295.6,306.2,1426.0,48.6,124.0,0.0
896.0,295.6,306.2,1435.0,51.6,126.0,0.0
897.0,295.5,306.1,1573.0,35.1,129.0,0.0
898.0,295.6,306.2,1612.0,31.2,131.0,0.0
899.0,295.6,306.2,1446.0,49.9,133.0,0.0
900.0,295.6,306.2,1329.0,55.3,135.0,0.0
901.0,295.6,306.2,1569.0,35.1,140.0,0.0
902.0,295.6,306.1,1256.0,62.3,142.0,0.0
903.0,295.6,306.1,1383.0,48.7,147.0,0.0
904.0,295.7,306.2,2270.0,14.6,149.0,1.0
905.0,295.7,306.2,1458.0,49.8,151.0,0.0
906.0,295.6,306.1,1474.0,41.2,156.0,0.0
907.0,295.6,306.1,1462.0,49.2,158.0,0.0
908.0,295.6,306.1,1669.0,29.0,161.0,0.0
909.0,295.5,306.1,1822.0,24.3,164.0,0.0
910.0,295.5,306.0,1456.0,39.2,167.0,0.0
911.0,295.5,306.0,1546.0,35.9,169.0,0.0
912.0,295.6,306.1,1490.0,42.7,171.0,0.0
913.0,295.6,306.0,1569.0,40.4,174.0,0.0
914.0,295.5,306.0,1621.0,29.5,176.0,0.0
915.0,295.4,305.9,1518.0,40.6,178.0,0.0
916.0,295.4,305.8,1526.0,38.2,181.0,0.0
917.0,295.3,305.8,1589.0,36.2,184.0,0.0
918.0,295.3,305.7,1475.0,51.0,187.0,0.0
919.0,295.3,305.7,1473.0,38.5,189.0,0.0
920.0,295.4,305.8,1407.0,50.7,192.0,0.0
921.0,295.5,305.9,1518.0,44.1,194.0,0.0
922.0,295.5,305.9,1593.0,37.2,197.0,0.0
923.0,295.5,305.9,1380.0,52.4,202.0,0.0
924.0,295.5,306.0,1423.0,45.3,205.0,0.0
925.0,295.5,306.0,1800.0,27.6,208.0,0.0
926.0,295.6,306.1,1623.0,30.9,210.0,0.0
927.0,295.6,306.1,1372.0,55.6,215.0,1.0
928.0,295.6,306.0,1396.0,52.4,0.0,0.0
929.0,295.6,306.0,1949.0,21.9,5.0,0.0
930.0,295.6,306.0,1419.0,51.1,7.0,0.0
931.0,295.5,305.9,1453.0,47.3,9.0,0.0
932.0,295.5,305.9,1542.0,36.2,12.0,0.0
933.0,295.6,306.0,1363.0,50.0,14.0,0.0
934.0,295.5,306.0,1597.0,37.2,16.0,0.0
935.0,295.5,306.0,1326.0,50.8,18.0,0.0
936.0,295.5,306.0,1641.0,36.6,21.0,0.0
937.0,295.6,306.1,1418.0,46.2,24.0,0.0
938.0,295.6,306.2,1263.0,61.8,27.0,0.0
939.0,295.6,306.2,1823.0,25.8,29.0,0.0
940.0,295.5,306.1,1488.0,40.7,31.0,0.0
941.0,295.6,306.2,1443.0,48.9,33.0,0.0
942.0,295.6,306.2,1650.0,28.2,35.0,0.0
943.0,295.7,306.3,1462.0,44.3,37.0,0.0
944.0,295.6,306.2,1477.0,45.0,40.0,0.0
945.0,295.7,306.3,1712.0,28.5,43.0,0.0
946.0,295.7,306.3,1347.0,50.4,46.0,0.0
947.0,295.6,306.2,1287.0,54.8,49.0,0.0
948.0,295.6,306.2,1428.0,44.5,51.0,0.0
949.0,295.6,306.3,1426.0,45.5,53.0,0.0
950.0,295.6,306.3,1636.0,32.7,56.0,0.0
951.0,295.6,306.2,1424.0,42.5,58.0,0.0
952.0,295.6,306.3,1509.0,35.8,60.0,0.0
953.0,295.5,306.2,1448.0,48.9,65.0,0.0
954.0,295.5,306.1,1650.0,32.8,67.0,0.0
955.0,295.6,306.2,1414.0,42.5,69.0,0.0
956.0,295.6,306.3,1911.0,20.9,74.0,0.0
957.0,295.6,306.2,1632.0,32.2,76.0,0.0
958.0,295.7,306.4,1387.0,40.1,81.0,0.0
959.0,295.8,306.4,1399.0,47.6,84.0,0.0
